agency,city,state,ntd_id,organization_type,reporter_type,primary_uza_population,agency_voms,mode,tos,mode_voms,fare_revenues_per_unlinked_passenger_trip,fare_revenues_per_total_operating_expense_(recovery_ratio),cost_per_hour,cost_per_passenger,cost_per_passenger_mile,fare_revenues_earned,total_operating_expenses,unlinked_passenger_trips,vehicle_revenue_hours,passenger_miles,vehicle_revenue_miles,year
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,1021243.0,1113.0,CB,DO,43.0,0.93,0.06,209.97,15.32,0.7,521819.0,8635671.0,563563.0,41128.0,12395920.0,1066181.0,2018
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,1021243.0,1113.0,MB,DO,412.0,0.94,0.13,112.94,7.3,1.75,17775145.0,138606269.0,18996520.0,1227254.0,79147942.0,16634864.0,2018
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,1021243.0,1113.0,VP,DO,398.0,3.36,0.21,111.24,15.99,0.44,3946125.0,18784904.0,1174696.0,168866.0,43052589.0,6354828.0,2018
MTA Bus Company,New York,NY,20188,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,18351295.0,1111.0,MB,DO,1111.0,1.61,0.3,227.42,5.35,1.93,220887114.0,736516216.0,137618503.0,3238548.0,381346415.0,26408380.0,2018
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,3629114.0,1070.0,DT,PT,390.0,3.18,0.07,74.87,46.93,4.2,1627300.0,24006631.0,511577.0,320659.0,5713526.0,6509175.0,2018
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,3629114.0,1070.0,VP,PT,388.0,3.06,0.79,25.6,3.9,0.1,3173220.0,4034117.0,1035502.0,157574.0,41156748.0,6387906.0,2018
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,3629114.0,1070.0,MB,PT,292.0,0.69,0.11,89.21,6.16,1.38,10120526.0,90722984.0,14730245.0,1016910.0,65696893.0,12823615.0,2018
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892.0,1062.0,MB,DO,537.0,0.9,0.1,119.1,8.82,2.12,26994603.0,264718381.0,30011020.0,2222726.0,125148127.0,28168716.0,2018
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892.0,1062.0,CR,PT,23.0,4.28,0.3,399.84,14.46,0.74,8725020.0,29486784.0,2038947.0,73746.0,39672828.0,1627050.0,2018
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892.0,1062.0,SR,DO,2.0,0.0,0.0,179.98,16.4,10.93,0.0,2440667.0,148828.0,13561.0,223374.0,93551.0,2018
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892.0,1062.0,VP,PT,174.0,2.72,0.95,17.34,2.85,0.07,1316194.0,1379420.0,483243.0,79552.0,18572868.0,3031554.0,2018
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892.0,1062.0,DT,PT,115.0,2.48,0.06,59.77,38.33,2.85,1308224.0,20195867.0,526891.0,337873.0,7084735.0,5850754.0,2018
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892.0,1062.0,LR,DO,109.0,0.9,0.14,417.8,6.63,0.82,25979885.0,191495581.0,28873235.0,458345.0,232288823.0,10236821.0,2018
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra",Chicago,IL,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208.0,1062.0,CR,DO,1062.0,5.41,0.49,524.72,11.13,0.5,370028145.0,761950311.0,68446239.0,1452101.0,1518703416.0,43674979.0,2018
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892.0,1062.0,DR,PT,102.0,2.48,0.05,85.16,46.63,4.23,885456.0,16629232.0,356620.0,195261.0,3932331.0,2407024.0,2018
MTA Long Island Rail Road,Jamaica,NY,20100,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,18351295.0,1026.0,CR,DO,1026.0,7.02,0.5,706.54,14.05,0.44,740646842.0,1482474624.0,105538101.0,2098218.0,3405961936.0,66508822.0,2018
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208.0,1025.0,DR,PT,914.0,2.83,0.07,67.5,39.79,4.14,10875666.0,153053551.0,3846989.0,2267498.0,36963176.0,31061479.0,2018
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208.0,1025.0,DT,PT,111.0,2.33,0.07,66.78,34.92,3.75,485917.0,7285425.0,208626.0,109091.0,1940237.0,1660375.0,2018
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3281212.0,1014.0,MB,DO,493.0,0.8,0.26,182.78,3.05,1.55,89852474.0,341478471.0,111809076.0,1868233.0,220051925.0,14626744.0,2018
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3281212.0,1014.0,CC,DO,27.0,4.26,0.39,467.83,10.81,8.63,26834155.0,68020768.0,6292346.0,145396.0,7880988.0,298274.0,2018
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3281212.0,1014.0,SR,DO,23.0,0.8,0.19,325.46,4.19,2.92,6007713.0,31341891.0,7475775.0,96300.0,10735370.0,457759.0,2018
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3281212.0,1014.0,TB,DO,186.0,0.8,0.23,205.39,3.57,2.62,39538150.0,175618274.0,49199803.0,855063.0,67071940.0,5250293.0,2018
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3281212.0,1014.0,LR,DO,146.0,0.8,0.18,397.2,4.44,1.62,40047477.0,221060950.0,49833591.0,556545.0,136717088.0,5324769.0,2018
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3281212.0,1014.0,DR,PT,139.0,2.75,0.06,82.15,47.81,7.67,1227070.0,21304495.0,445651.0,259338.0,2776611.0,1826069.0,2018
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,1849898.0,961.0,MB,DO,561.0,1.13,0.23,144.6,4.95,1.38,64047435.0,280711908.0,56690101.0,1941327.0,203723813.0,21327681.0,2018
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,1849898.0,961.0,DT,PT,55.0,8.62,0.18,118.85,47.52,3.85,949204.0,5231169.0,110090.0,44016.0,1360274.0,1198855.0,2018
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,1849898.0,961.0,YR,PT,4.0,1.05,0.06,967.42,17.46,2.05,436036.0,7234359.0,414273.0,7478.0,3534689.0,161503.0,2018
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,1849898.0,961.0,DR,PT,225.0,8.62,0.21,76.12,40.32,4.36,7751154.0,36244487.0,898989.0,476121.0,8306781.0,5948183.0,2018
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,1849898.0,961.0,LR,DO,116.0,1.24,0.32,240.69,3.87,0.72,48259563.0,150694667.0,38919828.0,626091.0,210180550.0,8932446.0,2018
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,1733853.0,933.0,MB,DO,603.0,1.48,0.26,188.43,5.74,1.37,79575413.0,308367401.0,53733622.0,1636544.0,225092162.0,21183003.0,2018
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,1733853.0,933.0,LR,DO,58.0,1.27,0.15,392.06,8.72,2.21,9696650.0,66793023.0,7655539.0,170363.0,30261649.0,2184781.0,2018
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,1733853.0,933.0,DR,PT,270.0,8.08,0.32,61.23,25.61,3.2,11830785.0,37500282.0,1464260.0,612460.0,11706990.0,9247647.0,2018
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,1733853.0,933.0,IP,DO,2.0,1.06,0.61,170.53,1.74,14.91,648929.0,1063918.0,610433.0,6239.0,71333.0,14586.0,2018
Metro Transit ,Minneapolis,MN,50027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,2650890.0,854.0,LR,DO,76.0,1.07,0.37,171.54,2.93,0.73,26713177.0,73006195.0,24955617.0,425583.0,100276941.0,5336357.0,2018
Metro Transit ,Minneapolis,MN,50027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,2650890.0,854.0,MB,DO,758.0,1.29,0.23,152.79,5.7,1.2,70863033.0,313206717.0,54910461.0,2049890.0,260030296.0,24394520.0,2018
Metro Transit ,Minneapolis,MN,50027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,2650890.0,854.0,CR,PT,20.0,3.34,0.16,1036.99,20.52,0.83,2631695.0,16153136.0,787327.0,15577.0,19441510.0,599814.0,2018
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,4515419.0,846.0,MB,DO,465.0,0.99,0.23,104.1,4.25,0.94,53949522.0,230926991.0,54354650.0,2218225.0,245601162.0,27327203.0,2018
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,4515419.0,846.0,HR,DO,212.0,1.23,0.39,242.85,3.13,0.45,80253269.0,203912692.0,65086630.0,839670.0,449895831.0,22334099.0,2018
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,4515419.0,846.0,DR,PT,169.0,1.64,0.04,75.46,45.19,3.25,1180350.0,32607363.0,721642.0,432134.0,10036212.0,7096648.0,2018
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,1758210.0,824.0,MB,DO,387.0,0.49,0.11,96.65,4.31,1.14,18624968.0,165289595.0,38312659.0,1710236.0,144597977.0,22837350.0,2018
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,1758210.0,824.0,VP,PT,220.0,4.89,1.71,14.74,2.86,0.06,2555355.0,1494985.0,522277.0,101398.0,25693681.0,4763771.0,2018
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,1758210.0,824.0,DT,PT,2.0,2.57,0.09,44.18,27.5,3.74,16078.0,172303.0,6266.0,3900.0,46013.0,45915.0,2018
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,1758210.0,824.0,DR,PT,110.0,1.87,0.06,56.44,30.64,2.41,1026940.0,16844688.0,549777.0,298451.0,7003796.0,5664164.0,2018
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,1758210.0,824.0,DR,DO,105.0,1.81,0.04,95.52,43.61,3.78,941352.0,22670557.0,519824.0,237331.0,5996008.0,4101591.0,2018
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,802459.0,817.0,MB,PT,455.0,0.84,0.27,144.8,3.16,0.65,54147373.0,202882013.0,64119604.0,1401130.0,311654913.0,17933771.0,2018
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,802459.0,817.0,DR,PT,235.0,1.61,0.04,103.34,43.27,3.93,1873921.0,50310385.0,1162606.0,486831.0,12801383.0,7010888.0,2018
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,802459.0,817.0,VP,PT,12.0,2.64,0.74,22.8,3.57,0.19,67091.0,90595.0,25386.0,3973.0,471092.0,79956.0,2018
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,802459.0,817.0,DT,PT,115.0,1.34,0.04,93.77,31.51,3.95,284892.0,6716637.0,213166.0,71626.0,1699102.0,1376142.0,2018
Alameda-Contra Costa Transit District,Oakland,CA,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212.0,794.0,MB,DO,443.0,1.2,0.16,195.01,7.56,2.3,59162328.0,372030019.0,49214076.0,1907795.0,161462049.0,18774173.0,2018
Alameda-Contra Costa Transit District,Oakland,CA,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212.0,794.0,DR,PT,216.0,3.79,0.07,96.92,53.27,5.79,2917515.0,41056241.0,770782.0,423608.0,7095706.0,6187208.0,2018
Alameda-Contra Costa Transit District,Oakland,CA,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212.0,794.0,MB,PT,14.0,2.41,0.22,102.17,11.19,0.86,625273.0,2900898.0,259318.0,28394.0,3371244.0,445005.0,2018
Alameda-Contra Costa Transit District,Oakland,CA,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212.0,794.0,CB,DO,121.0,2.49,0.23,278.66,11.0,0.79,6346883.0,28002256.0,2545674.0,100488.0,35370072.0,1653436.0,2018
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746.0,793.0,LR,DO,97.0,1.06,0.44,188.87,2.44,0.42,39353823.0,90313010.0,36995201.0,478175.0,214376455.0,8656486.0,2018
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746.0,793.0,MB,PT,274.0,0.97,0.4,61.4,2.45,0.75,23963800.0,60588478.0,24687604.0,986768.0,80770023.0,9965429.0,2018
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746.0,793.0,MB,DO,232.0,1.01,0.21,135.2,4.85,1.06,23034059.0,110955049.0,22866573.0,820677.0,104544729.0,9683731.0,2018
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746.0,793.0,CB,PT,19.0,4.23,0.5,204.6,8.42,0.34,1197246.0,2384988.0,283135.0,11657.0,6917513.0,342749.0,2018
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746.0,793.0,DR,PT,171.0,4.5,0.13,78.54,33.84,2.89,2686881.0,20194758.0,596699.0,257128.0,6977458.0,4674819.0,2018
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,60048,Independent Public Agency or Authority of Transit Service,Full Reporter,1362416.0,758.0,YR,PT,7.0,2.38,0.08,1762.14,28.58,1.89,1927996.0,23184423.0,811242.0,13157.0,12269528.0,310272.0,2018
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,60048,Independent Public Agency or Authority of Transit Service,Full Reporter,1362416.0,758.0,CB,PT,35.0,1.62,0.13,163.22,12.63,0.75,992587.0,7750702.0,613852.0,47486.0,10387840.0,928475.0,2018
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,60048,Independent Public Agency or Authority of Transit Service,Full Reporter,1362416.0,758.0,MB,PT,312.0,0.65,0.11,115.99,5.72,1.32,17499621.0,153794027.0,26879274.0,1325923.0,116078145.0,15396804.0,2018
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,60048,Independent Public Agency or Authority of Transit Service,Full Reporter,1362416.0,758.0,VP,PT,250.0,2.13,0.95,9.82,2.24,0.06,1090410.0,1143431.0,511337.0,116427.0,19572510.0,4339303.0,2018
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,60048,Independent Public Agency or Authority of Transit Service,Full Reporter,1362416.0,758.0,DR,PT,154.0,1.19,0.02,107.37,60.46,7.3,801828.0,40843532.0,675564.0,380407.0,5591419.0,5453261.0,2018
San Diego Association of Governments,San Diego,CA,90095,"MPO, COG or Other Planning Agency",Full Reporter,2956746.0,714.0,VP,PT,714.0,4.89,1.06,18.4,4.61,0.09,8514025.0,8017914.0,1740540.0,435874.0,85605989.0,17763279.0,2018
Regional Transportation Commission of Southern Nevada,Las Vegas,NV,90045,Independent Public Agency or Authority of Transit Service,Full Reporter,1886011.0,707.0,DR,PT,371.0,2.07,0.05,82.12,43.68,4.03,2775969.0,58542343.0,1340231.0,712907.0,14544049.0,10754447.0,2018
Regional Transportation Commission of Southern Nevada,Las Vegas,NV,90045,Independent Public Agency or Authority of Transit Service,Full Reporter,1886011.0,707.0,MB,PT,336.0,0.99,0.37,106.4,2.65,0.7,63960633.0,170890337.0,64425687.0,1606141.0,244372814.0,18679256.0,2018
California Vanpool Authority,Hanford,CA,90230,"City, County or Local Government Unit or Department of Transportation",Full Reporter,87941.0,685.0,VP,DO,685.0,3.01,1.09,25.85,2.76,0.07,9564863.0,8749971.0,3173836.0,338520.0,126495990.0,11145412.0,2018
Potomac and Rappahannock Transportation Commission,Woodbridge,VA,30070,Independent Public Agency or Authority of Transit Service,Full Reporter,4586770.0,659.0,CB,PT,84.0,6.54,0.58,241.39,11.32,0.45,9540505.0,16516089.0,1458868.0,68421.0,36340402.0,1806595.0,2018
Potomac and Rappahannock Transportation Commission,Woodbridge,VA,30070,Independent Public Agency or Authority of Transit Service,Full Reporter,4586770.0,659.0,VP,PT,547.0,6.83,1.34,25.01,5.09,0.11,9268545.0,6906382.0,1357102.0,276150.0,62206059.0,10665858.0,2018
Potomac and Rappahannock Transportation Commission,Woodbridge,VA,30070,Independent Public Agency or Authority of Transit Service,Full Reporter,4586770.0,659.0,MB,PT,28.0,1.77,0.11,192.46,15.76,1.69,1683618.0,14960705.0,949175.0,77733.0,8832548.0,1173568.0,2018
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,00029,Independent Public Agency or Authority of Transit Service,Full Reporter,3059393.0,648.0,CB,PT,54.0,3.57,0.58,214.04,6.12,0.34,6319317.0,10830741.0,1770703.0,50602.0,32107400.0,1062808.0,2018
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,00029,Independent Public Agency or Authority of Transit Service,Full Reporter,3059393.0,648.0,DR,PT,43.0,2.04,0.05,100.93,44.16,3.59,408742.0,8833145.0,200010.0,87521.0,2461194.0,1612142.0,2018
